title,price,in_stocks,sku,category,description,product_image_link,additional_info,product_link,scrape_ts
Kenobi Trail Jacket,£47.00,,MJ04,Eco Friendly|Clothing,"Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.
• Black 1/4 zip pullover with royal zipper.• Adjustable hood and sleeve cuffs.• Machine wash/air dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj04-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=kenobi-trail-jacket,2024-02-04 19:58:25
Kratos Gym Pant,£57.00,,MP05,New Luma Yoga Collection|Clothing,"Like it’s namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.
• Navy cotton straight leg pants.• Relaxed fit.• 2 side-seam pockets.• Internal zip pocket.• Drawstring waist.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp05-blue_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Green'}",https://gopher1.extrkt.com/?product=kratos-gym-pant,2024-02-04 19:58:27
Lando Gym Jacket,£99.00,,MJ08,Jackets,"The Lando Gym Jacket offers strategic ventilation at perspiration-prone areas, while moisture-wicking technology helps you stay dry. Side-seam pockets house your favorite media device, so you’re plugged in when working out.
• Gray polyester/spandex full zip jacket with orange lining.• Right pocket device storage.• Cocona® performance fabric.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj08-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Gray, Green'}",https://gopher1.extrkt.com/?product=lando-gym-jacket,2024-02-04 19:58:28
Layla Tee,£29.00,,WS04,Eco Friendly|Clothing,"Work out or hang out in chic style in the Layla Tee. With a lightweight sheer design and a roomy neckline, this tee fits you comfortably while looking stylish.
• Teal tee.• Long back hem.• Dropped shoulders.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws04-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Red'}",https://gopher1.extrkt.com/?product=layla-tee,2024-02-04 19:58:31
Leah Yoga Top,£39.00,,WT05,Erin Recommends|Clothing,"The Leah Yoga Top offers a practical, comfortable upper that will not compromise your style. Body hugging fit and interior shelf bra make it suitable for active or leisure pursuits.
• Blue heather rouched tank top.• Camisole tank top.• Banding and shirring details.• Body hugging fit.• Contrast topstitch.• Interior shelf bra with shapewear technology.• 65% Polyester 35% Cotton.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt05-purple_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Orange, Purple, White'}",https://gopher1.extrkt.com/?product=leah-yoga-top,2024-02-04 19:58:34
Livingston All-Purpose Tight,£75.00,,MP09,Erin Recommends|Clothing,"It’s not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.
• Breathable stretch organic cotton/spandex.• Compression fit• Hidden key pocket• Elastic waist with internal drawcord.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp09-blue_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Red'}",https://gopher1.extrkt.com/?product=livingston-all-purpose-tight,2024-02-04 19:58:36
Logan HeatTec® Tee,£24.00,,MS10,Tees,"Soft and lightweight, the Logan HeatTec® Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.
• Semi-fitted.• Crew neckline.• Machine wash/tumble dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms10-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Red'}",https://gopher1.extrkt.com/?product=logan-heattec-tee,2024-02-04 19:58:40
Lono Yoga Short,£32.00,,MSH06,New Luma Yoga Collection|Clothing,"Some shorts are “all-purpose,” while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
• Dark gray shorts with mesh accents.• Ultra flexible four-way stretch.• Flatlock seams and waistband.• Two pockets, phony fly.• Nylon/Lycra outer, Polyester/Lycra inner.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh06-gray_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Blue, Gray, Red'}",https://gopher1.extrkt.com/?product=lono-yoga-short,2024-02-04 19:58:44
Lucia Cross-Fit Bra,£39.00,,WB05,Bras & Tanks,"Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.
• Black/white bra top.• Criss-cross back design.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb05-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Orange, Purple'}",https://gopher1.extrkt.com/?product=lucia-cross-fit-bra,2024-02-04 19:58:48
Luma Analog Watch,£43.00,100 in stock,24-WG09,Watches,"Designed to stand up to your active lifestyle, this women’s Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wg09-gr-0.jpg,"{'Activity': 'Recreation', 'Gender': 'Women', 'Material': 'Stainless Steel'}",https://gopher1.extrkt.com/?product=luma-analog-watch,2024-02-04 19:58:51
Mach Street Sweatshirt,£62.00,,MH10,Hoodies & Sweatshirts,"From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech™ fabric, it’s bound to become an everyday part of your active lifestyle
• Navy heather crewneck sweatshirt.• LumaTech™ moisture-wicking fabric.• Antimicrobial, odor-resistant.• Zip hand pockets.• Chafe-resistant flatlock seams.• Rib-knit cuffs and hem.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh10-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Red'}",https://gopher1.extrkt.com/?product=mach-street-sweatshirt,2024-02-04 19:58:53
Marco Lightweight Active Hoodie,£74.00,,MH13,Hoodies & Sweatshirts,"For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona® fibers pull moisture away.
• Light blue heather full zip hoodie.• Fitted flatlock seams.• Matching lining and drawstring.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh13-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Green, Lavender'}",https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie,2024-02-04 19:58:54
Mars HeatTech™ Pullover,£66.00,,MJ10,Jackets,"The Mars HeatTech™ Jacket defense against winter climes so you can play offense in the park, on the trail or in the deck chair. Great for the ski lodge or stadium, it features a wind- and water-resistant outer shell with a draw-cord hood and deep pockets for storage.
• Red 1/4 zip pullover.• Adjustable VELCRO® sleeve cuffs.• Two hand pockets.• Napoleon pocket.• Machine wash/dry",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj10-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Orange, Red'}",https://gopher1.extrkt.com/?product=mars-heattech-pullover,2024-02-04 19:58:56
Maxima Drawstring Short,£28.00,,WSH02,Women Sale|Clothing,"Even laid-back women like to stay stylish, and that’s just what the Maxima Drawstring Short delivers. An elastic waist keeps the fit flexible, on the deck at home or on a trail walk. Sporty tennis flair adds an athletic accent.
• Light gray run shorts– cotton polyester.• Contrast binding.• 3″ inseam.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh02-gray_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Gray, Orange, Yellow'}",https://gopher1.extrkt.com/?product=maxima-drawstring-short,2024-02-04 19:58:58
Maya Tunic,£29.00,,WT07,Performance Fabrics|Clothing,"With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.
• Mint green heather tunic-style tank.• Wrapped back with cut out detail.• Drawcord detail at end.• Abutted seams.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt07-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, White, Yellow'}",https://gopher1.extrkt.com/?product=maya-tunic,2024-02-04 19:59:00
Meteor Workout Short,£32.50,,MSH03,Performance Fabrics|Clothing,"Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.
• Royal blue shorts with light blue accents.• Interior drawstring waistband.• 7″ inseam.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh03-blue_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Green'}",https://gopher1.extrkt.com/?product=meteor-workout-short,2024-02-04 19:59:02
Miko Pullover Hoodie,£69.00,,WH04,Hoodies & Sweatshirts,"After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You’ll find it’s fashionable enough for the streets, but comfy enough to relax in at home.
• Teal two-tone hoodie.• Low scoop neckline.• Adjustable hood drawstrings.• Longer rounded hemline for extra back coverage.• Long-Sleeve style.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh04-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Orange, Purple'}",https://gopher1.extrkt.com/?product=miko-pullover-hoodie,2024-02-04 19:59:05
Mimi All-Purpose Short,£44.00,,WSH09,Shorts,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
• Gray/seafoam two-layer shorts.• Water-resistant construction.• Inner mesh brief for breathable support.• 2.0″ inseam.• Reflective trim for visibility.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh09-gray_main.jpg,"{'Size': '28, 29, 30, 31, 32', 'Color': 'Gray, Green, White'}",https://gopher1.extrkt.com/?product=mimi-all-purpose-short,2024-02-04 19:59:09
Minerva LumaTech™ V-Tee,£32.00,,WS08,Women Sale|Clothing,"Don’t be fooled by the simple design of our Minerva LumaTech™ V-Neck Tee. This classic training top features the same serious sweat-wicking technology as some of the more expensive tees in our lineup.
• Navy blue heather soft v-neck tee.• Flatlock seams for chafe-free comfort.• Relaxed cut.• Ultra-lightweight fabric.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws08-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Red'}",https://gopher1.extrkt.com/?product=minerva-lumatech-v-tee,2024-02-04 19:59:11
Mithra Warmup Pant,£28.00,,MP06,Eco Friendly|Clothing,"When you’re not sure you’re up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.
• Ankle zips.• Elasticized waistband with draw cord.• Dual hand pockets.• Reflective elements for low-light safety.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp06-gray_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Gray, Green, Orange'}",https://gopher1.extrkt.com/?product=mithra-warmup-pant,2024-02-04 19:59:13
Mona Pullover Hoodlie,£57.00,,WH01,Erin Recommends|Clothing,"Whether you’re after energizing activity or eye-catching apparel, the Mona Pullover is what you want. You’ll stay warm and look fashionable, wherever you are.
• Light green heathered hoodie.• Long-Sleeve, pullover.• Long elliptical hem for extra coverage.• Deep button placket for layering.• Double rib design.• Mid layer, mid weight.• 98% Merino Wool / 2% Spandex",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh01-green_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Green, Orange, Purple'}",https://gopher1.extrkt.com/?product=mona-pullover-hoodlie,2024-02-04 19:59:16
Montana Wind Jacket,£49.00,,MJ03,Jackets,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.
Adjustable hood.Split pocket.Thumb holes.Machine wash/hang to dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj03-black_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Green, Red'}",https://gopher1.extrkt.com/?product=montana-wind-jacket,2024-02-04 19:59:19
Nadia Elements Shell,£69.00,,WJ10,Performance Fabrics|Clothing,"Protect yourself from wind and rain in the stylish Nadia Elements Shell. It repels water using hydro-resistant fabric, with fleece lining that adds a touch of warmth. It’s finished with bold contrast zippers, adjustable cuffs and a hood.
• Zippered front.• Zippered side pockets.• Drawstring-adjustable waist and hood.• Machine wash/line dry.• Light blue 1/4 zip pullover.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj10-yellow_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Orange, Yellow'}",https://gopher1.extrkt.com/?product=nadia-elements-shell,2024-02-04 19:59:21
Neve Studio Dance Jacket,£69.00,,WJ11,New Luma Yoga Collection|Clothing,"If you’re constantly on the move, the Neve Studio Dance Jacket is for you. It’s not just for dance, either, with a tight fit that works as a mid-layer. The reversible design makes it even more versatile.
• Bright blue 1/4 zip pullover.• CoolTech™ liner is sweat-wicking.• Sleeve thumbholes.• Zipper garage to protect your chin.• Stretchy collar drawcords.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj11-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Orange'}",https://gopher1.extrkt.com/?product=neve-studio-dance-jacket,2024-02-04 19:59:24
Nona Fitness Tank,£39.00,,WT04,Performance Fabrics|Clothing,"It doesn’t matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don’t have to sacrifice either — this v-neck top features smooth, chafe-free seams and a breathable mesh back insert. Cute, too.
• Blue/white striped mesh tank.• Relaxed fit.• Chafe-resistant trim around armholes and collar.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt04-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Purple, Red'}",https://gopher1.extrkt.com/?product=nona-fitness-tank,2024-02-04 19:59:27
Nora Practice Tank,£39.00,,WT03,Erin Recommends|Clothing,"A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!
• Pink stripped tank with side rouching.• Pre-shrunk.• Garment dyed.• 92% Organic Cotton/8% Lycra.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt03-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Orange, Purple, Red'}",https://gopher1.extrkt.com/?product=nora-practice-tank,2024-02-04 19:59:29
Olivia 1/4 Zip Light Jacket,£77.00,,WJ12,Performance Fabrics|Clothing,"Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.
• Loose fit.• Reflectivity.• Flat seams.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj12-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=olivia-1-4-zip-light-jacket,2024-02-04 19:59:31
Orestes Fitness Short,£35.00,,MSH08,Men Sale|Clothing,"You’re out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won’t complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
• Black shorts with dark gray accents.• Elasticized waistband with interior drawstring.• Ventilating mesh detailing.• 100% polyester and recycled polyester.• Machine wash cold, tumble dry low.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh08-black_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Green'}",https://gopher1.extrkt.com/?product=orestes-fitness-short,2024-02-04 19:59:35
Orestes Yoga Pant,£66.00,,MP10,Erin Recommends|Clothing,"The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.
• A yoga essential.• Breathable stretch organic cotton/spandex.• Standard Fit.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp10-black_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Green'}",https://gopher1.extrkt.com/?product=orestes-yoga-pant,2024-02-04 19:59:38
Orion Two-Tone Fitted Jacket,£72.00,,MJ07,Jackets,"While you’re getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.
• Red full zip fleece with gray insets.• Double-knit construction.• Full athletic cut.• Set in sleeves.• Front pouch pocket.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj07-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Red, Yellow'}",https://gopher1.extrkt.com/?product=orion-two-tone-fitted-jacket,2024-02-04 19:59:41
Oslo Trek Hoodie,£42.00,,MH08,Hoodies & Sweatshirts,"Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.
• Brown hoodie with black detail.• Pullover.• Adjustable drawstring hood.• Ribbed cuffs/waistband.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh08-brown_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Brown, Purple, Red'}",https://gopher1.extrkt.com/?product=oslo-trek-hoodie,2024-02-04 19:59:43
Overnight Duffle,£45.00,100 in stock,24-WB07,New Luma Yoga Collection,"For long weekends away, camping outings and business trips, the Overnight Duffle can’t be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it’s the perfect travel companion.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb07-brown-0.jpg,"{'Activity': 'Overnight, Travel', 'Pattern': 'Solid', 'Material': 'Leather, Nylon, Polyester', 'Strap': 'Double', 'Style': 'Duffel'}",https://gopher1.extrkt.com/?product=overnight-duffle,2024-02-04 19:59:47
Phoebe Zipper Sweatshirt,£59.00,,WH07,Erin Recommends|Clothing,"A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You’ll reach for this one in any season to enjoy its sturdy exterior and plush interior.
• Gray full zip hoodie with yellow detail.• Hand-warmer pockets.• Zip MP3 pocket with outlet for earphones wire.• Polyester/cotton.• Washable.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh07-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Gray, Purple, White'}",https://gopher1.extrkt.com/?product=phoebe-zipper-sweatshirt,2024-02-04 19:59:49
Pierce Gym Short,£27.00,,MSH12,Men Sale|Clothing,"The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.
• Dark red cotton shorts.• 87% Supplex, 13% Lycra.• Adjustable drawstring waistband.• Built-in mesh brief.• Machine wash cold, tumble dry low.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh12-red_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Gray, Red'}",https://gopher1.extrkt.com/?product=pierce-gym-short,2024-02-04 19:59:52
Portia Capri,£49.00,,WP13,Erin Recommends|Clothing,"From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you’re bending and stretching, while contrast stripes promise a dash of sporty style.
• Salmon heather capri sweats.• Relaxed fit, high waist.• Inseam: 21″.• Wide elastic waistband.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp13-orange_main.jpg,"{'Size': '28, 29', 'Color': 'Blue, Green, Orange'}",https://gopher1.extrkt.com/?product=portia-capri,2024-02-04 19:59:53
Prima Compete Bra Top,£24.00,,WB04,Bras & Tanks,"Pull on the Prima Compete Bra Top and you’ll love the fabric: soft, stretchy, and ultra lightweight. But you’ll also love the racerback cut, for freer movement through all your athletic feats.`• Colorblocked details.• Machine wash/line dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb04-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Purple, Yellow'}",https://gopher1.extrkt.com/?product=prima-compete-bra-top,2024-02-04 19:59:55
Primo Endurance Tank,£29.00,,MT03,Tanks,"Chances are your workout goes beyond free weights, which is why the Primo Endurance Tank employs maximum versatility. Run, lift or play ball – this breathable mesh top will keep you cool during all your activities.
• Red heather tank with gray pocket.• Chafe-resistant flatlock seams.• Relaxed fit.• Contrast topstitching.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt03-red_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Red, Yellow'}",https://gopher1.extrkt.com/?product=primo-endurance-tank,2024-02-04 19:59:58
Proteus Fitness Jackshirt,£45.00,,MJ12,Jackets,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona® technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you’re riding a bike or replacing a sink valve.
• 1/4 zip. Stand-up collar.• Machine wash/dry.• Quilted inner layer.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj12-orange_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Orange'}",https://gopher1.extrkt.com/?product=proteus-fitness-jackshirt,2024-02-04 19:59:59
Pursuit Lumaflex™ Tone Band,£16.00,100 in stock,24-UG02,Fitness Equipment,"Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex™ Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug02-bk-0.jpg,"{'Activity': 'Gym', 'Gender': 'Men, Women, Unisex', 'Material': 'Rubber, Synthetic'}",https://gopher1.extrkt.com/?product=pursuit-lumaflex-tone-band,2024-02-04 20:00:03
Push It Messenger Bag,£45.00,100 in stock,24-WB04,Performance Fabrics,"The name says so, but the Push It Messenger Bag is much more than a busy commuter’s tote. It’s a closet away from home when you’re pedaling from class or work to gym and back or home again. It’s the perfect size and shape for laptop, folded clothes, even extra shoes.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb04-blue-0.jpg,"{'Activity': 'School, Urban, Yoga', 'Pattern': 'Color-Blocked', 'Material': 'Nylon, Polyester', 'Strap': 'Adjustable, Cross Body, Detachable, Padded, Shoulder, Single', 'Style': 'Messenger, Laptop'}",https://gopher1.extrkt.com/?product=push-it-messenger-bag,2024-02-04 20:00:06
Quest Lumaflex™ Band,£19.00,100 in stock,24-UG01,Fitness Equipment,"From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You’ll love the extra comfort of its grippy handles and adjustable design.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug01-bk-0.jpg,"{'Activity': 'Gym', 'Gender': 'Men, Women, Unisex', 'Material': 'Leather, Plastic, Rubber'}",https://gopher1.extrkt.com/?product=quest-lumaflex-band,2024-02-04 20:00:08
Radiant Tee,£22.00,,WS12,Performance Fabrics|Clothing,"So light and comfy, you’ll love the Radiant Tee’s organic fabric, feel, performance and style. You may never want to stop moving in this shirt.
• Salmon soft scoop neck tee.• Athletic, semi-form fit.• Flat seams prevent chafing.• 67% Organic Cotton / 28% Hemp / 5% Spandex.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws12-orange_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue, Orange, Purple'}",https://gopher1.extrkt.com/?product=radiant-tee,2024-02-04 20:00:10
Rapha Sports Short,£35.00,,MSH07,Erin Recommends|Clothing,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
• Black shorts with royal accents.• Compression liner.• Inseam: 8″.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh07-black_main.jpg,"{'Size': '32, 33, 34, 36', 'Color': 'Black, Blue, Purple'}",https://gopher1.extrkt.com/?product=rapha-sports-short,2024-02-04 20:00:13
Riona Full Zip Jacket,£60.00,,WJ05,Jackets,"The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.
• Brown heather full zip rouched jacket.• Side hand pockets for extra storage.• High collar.• Thick cuffs for extra coverage.• Durable, shape retention material to longer wear.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj05-brown_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Brown, Green, Red'}",https://gopher1.extrkt.com/?product=riona-full-zip-jacket,2024-02-04 20:00:14
Rival Field Messenger,£45.00,100 in stock,24-MB06,New Luma Yoga Collection,"The Rival Field Messenger packs all your campus, studio or trail essentials inside a unique design of soft, textured leather – with loads of character to spare. Two exterior pockets keep all your smaller items handy, and the roomy interior offers even more space.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb06-gray-0.jpg,"{'Activity': 'Travel, Urban', 'Pattern': 'Solid', 'Material': 'Leather, Nylon, Suede', 'Strap': 'Adjustable, Cross Body, Shoulder, Single', 'Style': 'Messenger, Laptop, Exercise'}",https://gopher1.extrkt.com/?product=rival-field-messenger,2024-02-04 20:00:16
Rocco Gym Tank,£24.00,,MT05,Tanks,"Weights? Heavy Bag? Bikram? However you get sweaty, you’ll be prepared with the moisture-wicking all-purpose Rocco Gym Tank. The free-moving cut gives you maximum range of motion, with flatlock seams to eliminate chafing.
• Light blue heather gray tank.• Quick-drying, moisture-wicking.• 4-way stretch construction.• Flatlock seams prevent chafing.• Mesh at back for breathability.• 100% Polyester.• UPF 50 protection.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt05-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Blue'}",https://gopher1.extrkt.com/?product=rocco-gym-tank,2024-02-04 20:00:18
Ryker LumaTech™ Tee (Crew-neck),£32.00,,MS09,Tees,"The crew-neck Ryker LumaTech™ Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.
• Royal polyester tee with black accents.• Relaxed fit.• Short-Sleeve.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms09-blue_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Red'}",https://gopher1.extrkt.com/?product=ryker-lumatech-tee-crew-neck,2024-02-04 20:00:22
Ryker LumaTech™ Tee (V-neck),£28.00,,MS02,Tees,"Don’t be fooled by its classic style; the Ryker LumaTech™ Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.
• Relaxed fit.• Short-Sleeve.• Machine wash/dry.",https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms02-gray_main.jpg,"{'Size': 'XS, S, M, L, XL', 'Color': 'Black, Blue, Gray'}",https://gopher1.extrkt.com/?product=ryker-lumatech-tee-v-neck,2024-02-04 20:00:23
